index,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model,car_rating
47,Petrol,5,0.06471541482328377,0.0,Manual,0.002329377487030458,4.573619631908855e-10,4.573619631908855e-10,0.0072208647970381954,8.500121430306147e-05,Toyota,Yaris,27.902706601838155
48,Diesel,7,0.1227857036337426,0.0,Automatic,0.0011885090730381453,9.131901840504803e-10,9.131901840504803e-10,0.0011387352256272772,0.00021428877555393648,Toyota,Fortuner,13.148118377905668
49,Petrol,5,0.04413978227369886,0.0,Automatic,0.0022541553938001955,4.1349693251597157e-10,4.1349693251597157e-10,0.009415046460806821,0.0002031457592251318,Hyundai,Creta,36.69107546388925
50,Diesel,5,0.0585375553014863,0.0,Automatic,0.0014267123682673091,6.116564417187295e-10,6.116564417187295e-10,0.00010923119670285633,0.00037071958170831014,Jaguar,XE,27.79699280263231
51,Petrol,5,0.051246209673410544,0.0,Manual,0.002705487953181769,3.656441717797019e-10,3.656441717797019e-10,0.005576935286660208,8.142973471049586e-05,Hyundai,i20,32.3425574877116
52,Diesel,5,0.04865337774021971,0.0,Manual,0.002329377487030458,5.984662576696295e-10,5.984662576696295e-10,0.00010445233184710636,0.0001392877041100587,Jeep,Compass,36.00936128004883
53,Diesel,5,0.07830591042401948,0.0,Automatic,0.0032270277995782547,6.10429447853697e-10,6.10429447853697e-10,0.00011674084147617769,0.0003500050000714296,BMW,X1,30.735202840381408
54,Petrol,5,0.015489387085549536,0.0,Automatic,0.0036984195838212315,3.656441717797019e-10,3.656441717797019e-10,0.0060302447529770615,0.00010543007757253677,Maruti,Swift,45.69021490594881
55,Diesel,5,0.08003579062484464,0.0,Automatic,0.0024547476424142288,4.837423312890855e-10,4.837423312890855e-10,0.0008499552493441008,0.0001414305918655981,Hyundai,Creta,26.82560458528709
56,Petrol,5,0.1227857036337426,0.0,Manual,0.0025048957045677367,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,4.214345919227418e-05,Honda,Amaze,32.3537972101406
57,CNG,5,0.03629964706467167,0.0,Manual,0.0046838290051376685,3.662576687122182e-10,3.662576687122182e-10,3.7548223866606866e-05,8.928698981414021e-05,Tata,Tiago,44.40493595825979
58,Diesel,5,0.07583635730973802,0.0,Manual,0.3736507037026821,3.009202453992345e-10,3.009202453992345e-10,0.00012493318122889192,5.357219388848412e-05,Honda,Jazz,41.662054827453446
59,Petrol,4,0.04865337774021971,0.0,Automatic,0.0007948467851331058,6.070552147248575e-10,6.070552147248575e-10,0.0007693972417757442,0.0001564308061543736,Volkswagen,Beetle,-2.3535048499893314
60,Petrol,5,0.011934185017646766,0.0,Automatic,0.0026553398910282603,4.579754601234018e-10,4.579754601234018e-10,0.00813635876440401,0.00021428877555393648,Honda,City,49.746715845757706
61,Petrol,5,0.020585574389819554,0.0,Manual,0.003407560823330884,3.656441717797019e-10,3.656441717797019e-10,0.0005557137132257816,6.357233674766783e-05,Maruti,Baleno,18.328152086966096
62,Petrol,5,0.03691604115921857,0.0,Automatic,0.0016523786479580964,6.110429447862132e-10,6.110429447862132e-10,0.01035784822734835,0.0003135759082272604,Honda,CR-V,33.23053857792857
63,Diesel,5,0.0742973604414177,0.0,Manual,0.0032571166368703603,4.5644171779211105e-10,4.5644171779211105e-10,0.007732203336603441,0.00017871683881198302,Kia,Seltos,35.156145805597724
64,Petrol,5,0.030121787542874184,0.5,Automatic,0.0010255278710392434,5.966257668720806e-10,5.966257668720806e-10,0.013720803695837539,0.0005678652552179317,Mercedes-Benz,C-Class,16.44920702773584
65,Diesel,7,0.05730277874434558,0.0,Manual,0.0019031189587256376,6.668711656451946e-10,6.668711656451946e-10,0.009326296113485752,0.00019285989799854285,Mahindra,Scorpio,28.350235815293715
66,Petrol,5,0.07251975940746631,0.0,Automatic,0.00210371120733967,4.1349693251597157e-10,4.1349693251597157e-10,8.26060925065351e-05,0.000185574079629709,Kia,Seltos,34.80583873338982
67,Petrol,5,0.0585375553014863,1.0,Manual,0.002329377487030458,4.573619631908855e-10,4.573619631908855e-10,0.0007086373886097804,8.500121430306147e-05,Toyota,Yaris,-10.432644049804486
68,Petrol,5,0.0239439280210767,0.0,Automatic,0.0017576895784804638,6.113496932524713e-10,6.113496932524713e-10,0.016924691234128195,0.0009142987756967958,BMW,5,49.50665719210856
69,Petrol,5,0.014682109658497788,0.0,Automatic,0.0035580050097914094,3.049079754605903e-10,3.049079754605903e-10,3.413474896964261e-05,5.9286561236589105e-05,Renault,KWID,37.76330191283655
70,Petrol,5,0.011588208977481732,0.0,Manual,0.0016273046168813424,4.180981595098437e-10,4.180981595098437e-10,0.010964081369049203,0.00021357447963542338,Jeep,Compass,42.189897282740546
71,Petrol,5,0.09031167669135556,0.5,Manual,0.002078637176262917,3.656441717797019e-10,3.656441717797019e-10,4.6423258598713934e-05,2.014314490207003e-05,Maruti,Swift,-25.469240100567845
72,Diesel,7,0.11042998459014762,0.5,Automatic,0.0008750836845787188,9.14723926381771e-10,9.14723926381771e-10,0.0017279009928433085,0.00045000642866326664,Mercedes-Benz,GL-Class,8.017799457727326
73,Petrol,5,0.020237609981607594,0.0,Automatic,0.002329377487030458,3.662576687122182e-10,3.662576687122182e-10,0.0060302447529770615,7.071529593279903e-05,Honda,Jazz,26.227869734554666
74,Petrol,5,0.04376994581697072,0.0,Automatic,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,4.742924898927128e-05,Hyundai,Grand,13.285475406589477
75,CNG,5,0.0548312372620172,0.0,Manual,0.24828054831891155,1.787730061352435e-09,1.787730061352435e-09,4.164439374296397e-05,4.9286418377405395e-05,Maruti,Wagon,40.29111732572674
76,Diesel,5,0.1227857036337426,0.0,Manual,0.0028810061707190485,3.8128834355886697e-10,3.8128834355886697e-10,0.0004929057751216392,1.4285918370262432e-05,Maruti,Swift,32.36956757398877
77,Petrol,5,0.06100909678381468,0.5,Manual,0.003146790900132641,3.656441717797019e-10,3.656441717797019e-10,0.0005270405240912818,3.500050000714296e-05,Hyundai,i10,-4.773794504245998
78,Petrol,5,0.062243873340955415,0.0,Manual,0.0035580050097914094,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,6.428663266618095e-05,Maruti,Swift,28.005964572948027
79,Diesel,7,0.07583635730973802,0.5,Manual,0.5444048553353777,4.687730061356883e-09,4.687730061356883e-09,0.00023416437793174826,0.00010714438777696824,Mahindra,XUV500,29.095544538872616
80,Petrol,5,0.011934185017646766,0.0,Automatic,0.0026553398910282603,4.579754601234018e-10,4.579754601234018e-10,0.00813635876440401,0.00021428877555393648,Honda,City,49.746715845757706
81,Petrol,5,0.020585574389819554,0.0,Manual,0.003407560823330884,3.656441717797019e-10,3.656441717797019e-10,0.0005557137132257816,6.357233674766783e-05,Maruti,Baleno,18.328152086966096
82,Petrol,5,0.03691604115921857,0.0,Automatic,0.0016523786479580964,6.110429447862132e-10,6.110429447862132e-10,0.01035784822734835,0.0003135759082272604,Honda,CR-V,33.23053857792857
83,Diesel,5,0.0742973604414177,0.0,Manual,0.0032571166368703603,4.5644171779211105e-10,4.5644171779211105e-10,0.007732203336603441,0.00017871683881198302,Kia,Seltos,35.156145805597724
84,Petrol,5,0.030121787542874184,0.5,Automatic,0.0010255278710392434,5.966257668720806e-10,5.966257668720806e-10,0.013720803695837539,0.0005678652552179317,Mercedes-Benz,C-Class,16.44920702773584
85,Diesel,7,0.05730277874434558,0.0,Manual,0.0019031189587256376,6.668711656451946e-10,6.668711656451946e-10,0.009326296113485752,0.00019285989799854285,Mahindra,Scorpio,28.350235815293715
86,Petrol,5,0.07251975940746631,0.0,Automatic,0.00210371120733967,4.1349693251597157e-10,4.1349693251597157e-10,8.26060925065351e-05,0.000185574079629709,Kia,Seltos,34.80583873338982
87,Petrol,5,0.0585375553014863,1.0,Manual,0.002329377487030458,4.573619631908855e-10,4.573619631908855e-10,0.0007086373886097804,8.500121430306147e-05,Toyota,Yaris,-10.432644049804486
88,Petrol,5,0.0239439280210767,0.0,Automatic,0.0017576895784804638,6.113496932524713e-10,6.113496932524713e-10,0.016924691234128195,0.0009142987756967958,BMW,5,49.50665719210856
89,Petrol,5,0.014682109658497788,0.0,Automatic,0.0035580050097914094,3.049079754605903e-10,3.049079754605903e-10,3.413474896964261e-05,5.9286561236589105e-05,Renault,KWID,37.76330191283655
90,Petrol,5,0.011588208977481732,0.0,Manual,0.0016273046168813424,4.180981595098437e-10,4.180981595098437e-10,0.010964081369049203,0.00021357447963542338,Jeep,Compass,42.189897282740546
91,Petrol,5,0.09031167669135556,0.5,Manual,0.002078637176262917,3.656441717797019e-10,3.656441717797019e-10,4.6423258598713934e-05,2.014314490207003e-05,Maruti,Swift,-25.469240100567845
92,Diesel,7,0.11042998459014762,0.5,Automatic,0.0008750836845787188,9.14723926381771e-10,9.14723926381771e-10,0.0017279009928433085,0.00045000642866326664,Mercedes-Benz,GL-Class,8.017799457727326
93,Petrol,5,0.020237609981607594,0.0,Automatic,0.002329377487030458,3.662576687122182e-10,3.662576687122182e-10,0.0060302447529770615,7.071529593279903e-05,Honda,Jazz,26.227869734554666
94,Petrol,5,0.04376994581697072,0.0,Automatic,0.002780710046412031,3.656441717797019e-10,3.656441717797019e-10,4.437517366053538e-05,4.742924898927128e-05,Hyundai,Grand,13.285475406589477
95,CNG,5,0.0548312372620172,0.0,Manual,0.24828054831891155,1.787730061352435e-09,1.787730061352435e-09,4.164439374296397e-05,4.9286418377405395e-05,Maruti,Wagon,40.29111732572674
96,Diesel,5,0.1227857036337426,0.0,Manual,0.0028810061707190485,3.8128834355886697e-10,3.8128834355886697e-10,0.0004929057751216392,1.4285918370262432e-05,Maruti,Swift,32.36956757398877
97,Petrol,5,0.06100909678381468,0.5,Manual,0.003146790900132641,3.656441717797019e-10,3.656441717797019e-10,0.0005270405240912818,3.500050000714296e-05,Hyundai,i10,-4.773794504245998
98,Petrol,5,0.062243873340955415,0.0,Manual,0.0035580050097914094,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,6.428663266618095e-05,Maruti,Swift,28.005964572948027
99,Diesel,7,0.07583635730973802,0.5,Manual,0.5444048553353777,4.687730061356883e-09,4.687730061356883e-09,0.00023416437793174826,0.00010714438777696824,Mahindra,XUV500,29.095544538872616
100,Petrol,5,0.0548312372620172,0.0,Automatic,0.002845902527211592,7.634969325165084e-10,7.634969325165084e-10,0.001065004167852849,0.0003071472449606423,Toyota,Camry,24.271224960100618
101,Petrol,5,0.020287319182780733,0.0,Automatic,0.003126731675271239,3.046012269943322e-10,3.046012269943322e-10,0.008072185436341082,0.00013557336533379048,Hyundai,i20,41.69107787933589
102,Diesel,7,0.059774320226673956,0.0,Manual,0.002053563145186162,6.110429447862132e-10,6.110429447862132e-10,8.39714824653208e-05,0.00011785882655466508,Mahindra,XUV500,27.777948141794397
103,Petrol,5,0.028376000397673608,0.0,Manual,0.00262274365062848,3.046012269943322e-10,3.046012269943322e-10,0.008068089266464724,0.00011714453063615192,Hyundai,Venue,37.43188459008883
104,Diesel,5,0.06100909678381468,0.5,Automatic,0.0025299697356444897,6.558282208599015e-10,6.558282208599015e-10,0.0009038881527161361,0.0003000042857755111,Mercedes-Benz,CLA,2.8647892723293924
105,Diesel,7,0.09313317094994282,0.0,Automatic,0.0008901281032247712,8.435582822098827e-10,8.435582822098827e-10,0.0011592160750090628,0.00019643137759110845,Toyota,Innova,22.276023638275795
106,Petrol,5,0.06019585425262216,0.0,Manual,0.0033097721021315436,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,6.800097144244917e-05,Maruti,Baleno,31.927304074121064
107,Petrol,5,0.06842173286275288,0.0,Manual,0.0025550437667212446,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,3.214331633309048e-05,Honda,Amaze,8.241810700461274
108,Petrol,6,0.014059750459810111,0.0,Automatic,0.0011358536077769616,4.4355828220926925e-10,4.4355828220926925e-10,8.465417744471366e-05,0.00028571836740524866,MG,Hector,49.16049187144664
109,Petrol,5,0.06315255753840035,0.0,Manual,0.0025048957045677367,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,6.742953470763867e-05,Honda,City,12.342311020690628
110,Petrol,5,0.02641546950340508,0.0,Manual,0.0035580050097914094,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,6.785811225874656e-05,Maruti,Swift,29.790553614523997
111,Diesel,5,0.054934632400457324,0.0,Manual,0.0031818945436400976,4.837423312890855e-10,4.837423312890855e-10,0.0008499552493441008,0.00011743024900355719,Hyundai,Creta,28.113419154174174
112,Diesel,7,0.0239439280210767,0.0,Automatic,0.0019031189587256376,6.668711656451946e-10,6.668711656451946e-10,7.031758287746377e-05,0.00014285918370262433,Mahindra,Scorpio,37.217133205930885
113,Petrol,5,0.03506288213948402,0.0,Manual,0.0025048957045677367,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,5.4286489806997236e-05,Honda,Amaze,21.395565753621316
114,Petrol,5,0.01994531987870955,0.0,Manual,0.00262274365062848,3.046012269943322e-10,3.046012269943322e-10,0.008068089266464724,0.00012414463063758054,Hyundai,Venue,45.51524322564016
115,Petrol,5,0.006647114380871899,0.0,Manual,0.0028885283800420738,3.662576687122182e-10,3.662576687122182e-10,0.005916234691418455,8.500121430306147e-05,Tata,Altroz,46.08568070692553
116,Diesel,5,0.07336481582740964,0.0,Automatic,0.7485074683001562,8.01963190185279e-09,8.01963190185279e-09,0.0004116650725738898,0.0007714395919941714,BMW,7,71.93253285603919
117,Diesel,7,0.10548690162549086,0.0,Manual,0.0018278968654953749,6.668711656451946e-10,6.668711656451946e-10,8.39714824653208e-05,6.357233674766783e-05,Mahindra,XUV500,13.996662307655088
118,Petrol,5,0.028885022617686534,0.0,Automatic,0.002329377487030458,3.662576687122182e-10,3.662576687122182e-10,0.0060302447529770615,7.92868469549565e-05,Honda,Jazz,29.62854735335199
119,Petrol,5,0.010353432420341006,0.0,Manual,0.003146790900132641,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,9.642994899927141e-05,Hyundai,Venue,42.06437346533076
120,Petrol,5,0.0548312372620172,0.0,Automatic,0.002845902527211592,7.634969325165084e-10,7.634969325165084e-10,0.001065004167852849,0.0003071472449606423,Toyota,Camry,24.271224960100618
121,Petrol,5,0.020287319182780733,0.0,Automatic,0.003126731675271239,3.046012269943322e-10,3.046012269943322e-10,0.008072185436341082,0.00013557336533379048,Hyundai,i20,41.69107787933589
122,Diesel,7,0.059774320226673956,0.0,Manual,0.002053563145186162,6.110429447862132e-10,6.110429447862132e-10,8.39714824653208e-05,0.00011785882655466508,Mahindra,XUV500,27.777948141794397
123,Petrol,5,0.028376000397673608,0.0,Manual,0.00262274365062848,3.046012269943322e-10,3.046012269943322e-10,0.008068089266464724,0.00011714453063615192,Hyundai,Venue,37.43188459008883
124,Diesel,5,0.06100909678381468,0.5,Automatic,0.0025299697356444897,6.558282208599015e-10,6.558282208599015e-10,0.0009038881527161361,0.0003000042857755111,Mercedes-Benz,CLA,2.8647892723293924
125,Diesel,7,0.09313317094994282,0.0,Automatic,0.0008901281032247712,8.435582822098827e-10,8.435582822098827e-10,0.0011592160750090628,0.00019643137759110845,Toyota,Innova,22.276023638275795
126,Petrol,5,0.06019585425262216,0.0,Manual,0.0033097721021315436,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,6.800097144244917e-05,Maruti,Baleno,31.927304074121064
127,Petrol,5,0.06842173286275288,0.0,Manual,0.0025550437667212446,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,3.214331633309048e-05,Honda,Amaze,8.241810700461274
128,Petrol,6,0.014059750459810111,0.0,Automatic,0.0011358536077769616,4.4355828220926925e-10,4.4355828220926925e-10,8.465417744471366e-05,0.00028571836740524866,MG,Hector,49.16049187144664
129,Petrol,5,0.06315255753840035,0.0,Manual,0.0025048957045677367,4.5766871165714363e-10,4.5766871165714363e-10,0.000789195396178137,6.742953470763867e-05,Honda,City,12.342311020690628
130,Petrol,5,0.02641546950340508,0.0,Manual,0.0035580050097914094,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,6.785811225874656e-05,Maruti,Swift,29.790553614523997
131,Diesel,5,0.054934632400457324,0.0,Manual,0.0031818945436400976,4.837423312890855e-10,4.837423312890855e-10,0.0008499552493441008,0.00011743024900355719,Hyundai,Creta,28.113419154174174
132,Diesel,7,0.0239439280210767,0.0,Automatic,0.0019031189587256376,6.668711656451946e-10,6.668711656451946e-10,7.031758287746377e-05,0.00014285918370262433,Mahindra,Scorpio,37.217133205930885
133,Petrol,5,0.03506288213948402,0.0,Manual,0.0025048957045677367,3.6595092024596e-10,3.6595092024596e-10,0.0005802907324839242,5.4286489806997236e-05,Honda,Amaze,21.395565753621316
134,Petrol,5,0.01994531987870955,0.0,Manual,0.00262274365062848,3.046012269943322e-10,3.046012269943322e-10,0.008068089266464724,0.00012414463063758054,Hyundai,Venue,45.51524322564016
135,Petrol,5,0.006647114380871899,0.0,Manual,0.0028885283800420738,3.662576687122182e-10,3.662576687122182e-10,0.005916234691418455,8.500121430306147e-05,Tata,Altroz,46.08568070692553
136,Diesel,5,0.07336481582740964,0.0,Automatic,0.7485074683001562,8.01963190185279e-09,8.01963190185279e-09,0.0004116650725738898,0.0007714395919941714,BMW,7,71.93253285603919
137,Diesel,7,0.10548690162549086,0.0,Manual,0.0018278968654953749,6.668711656451946e-10,6.668711656451946e-10,8.39714824653208e-05,6.357233674766783e-05,Mahindra,XUV500,13.996662307655088
138,Petrol,5,0.028885022617686534,0.0,Automatic,0.002329377487030458,3.662576687122182e-10,3.662576687122182e-10,0.0060302447529770615,7.92868469549565e-05,Honda,Jazz,29.62854735335199
139,Petrol,5,0.010353432420341006,0.0,Manual,0.003146790900132641,3.656441717797019e-10,3.656441717797019e-10,0.00557283911678385,9.642994899927141e-05,Hyundai,Venue,42.06437346533076
140,Petrol,7,0.017642789680369836,0.0,Automatic,0.0021789333005699327,4.1349693251597157e-10,4.1349693251597157e-10,0.009412998375868644,0.0002214317347390677,Kia,Carens,45.66998347887858
141,Petrol,5,0.020450365362628623,0.5,Automatic,0.003119209465948212,3.046012269943322e-10,3.046012269943322e-10,0.008072185436341082,0.00013328761839454849,Hyundai,i20,20.607413105167204
142,Diesel,5,0.04000596510414078,0.0,Automatic,0.4869853241696107,7.402760736207672e-09,7.402760736207672e-09,0.00032974167504674754,0.0011000157145102075,Mercedes-Benz,GLE,60.54628875659006
143,Petrol,5,0.04618382462593826,0.5,Manual,0.004352851794924515,2.435582822089625e-10,2.435582822089625e-10,0.00035227060936671167,1.214303061472307e-05,Renault,KWID,-3.982772240156242
